id,date,name,price,volume
1137268,2025-07-17,ZION,56.41,1008000
1137398,2025-07-18,ACGL,88.35,2940000
1137517,2025-07-18,ACT,34.85,200492
1137459,2025-07-18,AEG,7.07,7233000
1137463,2025-07-18,AFG,127.46,383331
1137385,2025-07-18,AFL,101.83,4578000
1137391,2025-07-18,AIG,81.21,2967000
1137466,2025-07-18,AIZ,188.07,365953
1137377,2025-07-18,AJG,313.14,691259
1137389,2025-07-18,ALL,194.08,1617000
1137438,2025-07-18,ALLY,39.88,5850000
1137501,2025-07-18,AMG,209.95,258082
1137388,2025-07-18,AMP,544.55,406234
1137369,2025-07-18,AON,356.11,1080000
